,Locationabbr,QuestionID,RESPONSEID,Confidence_limit_High_2011,Confidence_limit_High_2012,Confidence_limit_High_2013,Confidence_limit_High_2014,Confidence_limit_High_2015,Confidence_limit_High_2016,Confidence_limit_High_2017,Confidence_limit_Low_2011,Confidence_limit_Low_2012,Confidence_limit_Low_2013,Confidence_limit_Low_2014,Confidence_limit_Low_2015,Confidence_limit_Low_2016,Confidence_limit_Low_2017,Data_value_2011,Data_value_2012,Data_value_2013,Data_value_2014,Data_value_2015,Data_value_2016,Data_value_2017,Sample_Size_2011,Sample_Size_2012,Sample_Size_2013,Sample_Size_2014,Sample_Size_2015,Sample_Size_2016,Sample_Size_2017
1571,35300,Custom_8,Custom_8,0.46548407269452935,,,,,,,0.37568401847356186,,,,,,,0.4205840455840456,,,,,,,497.0,,,,,,
1572,35300,Custom_9,Custom_9,69.5902346769835,70.84538957308008,,,,,,54.24976532301651,58.0746104269199,,,,,,61.92,64.46,,,,,,857.0,1236.0,,,,,
1573,35300,DIABETE3,RESP046,12.69,12.02,,,,,,8.69,8.34,,,,,,10.69,10.18,,,,,,174.0,237.0,,,,,
1574,35300,DRNKANY5,RESP046,65.15,63.6,,,,,,57.75,57.36,,,,,,61.45,60.48,,,,,,874.0,1159.0,,,,,
1575,35300,_HCVU651,RESP046,88.92,89.12,,,,,,82.6,84.14,,,,,,85.76,86.63,,,,,,905.0,1183.0,,,,,
1576,35300,_RFHLTH,RESP061,85.51,86.58,,,,,,79.59,81.88,,,,,,82.55,84.23,,,,,,1224.0,1671.0,,,,,
1577,35300,_RFHYPE5,RESP046,33.05,,,,,,,26.89,,,,,,,29.97,,,,,,,535.0,,,,,,
1578,35300,_RFSMOK3,RESP046,20.72,20.84,,,,,,15.08,15.78,,,,,,17.9,18.31,,,,,,229.0,298.0,,,,,
1579,35300,_TOTINDA,RESP046,73.42,78.71,,,,,,66.2,73.19,,,,,,69.81,75.95,,,,,,1044.0,1490.0,,,,,
1580,35380,BLOODCHO,RESP046,83.0,,84.36,,86.99,,,77.04,,75.58,,80.17,,,80.02,,79.97,,83.58,,,1816.0,,1140.0,,835.0,,
1581,35380,Custom_8,Custom_8,0.520254245622985,,0.5456019895613308,,0.5085918203142216,,,0.4252593759716165,,0.42051030254821037,,0.40717750249027723,,,0.4727568107973007,,0.4830561460547706,,0.45788466140224937,,,761.0,,493.0,,344.0,,
1582,35380,Custom_9,Custom_9,76.0753516892803,72.32955900165503,73.84118809615202,73.14735048148563,74.24944175800515,77.93959638352771,80.49854412965234,61.6446483107197,56.91044099834498,55.23881190384799,60.732649518514364,57.59055824199485,56.88040361647228,61.06145587034766,68.86,64.62,64.54,66.94,65.92,67.41,70.78,1392.0,810.0,828.0,1223.0,597.0,928.0,564.0
1583,35380,DIABETE3,RESP046,12.63,14.45,15.17,12.11,14.01,14.51,18.71,8.95,10.13,9.73,8.97,9.69,8.99,11.81,10.79,12.29,12.45,10.54,11.85,11.75,15.26,297.0,194.0,194.0,262.0,152.0,258.0,118.0
1584,35380,DRNKANY5,RESP046,61.1,61.62,59.08,60.69,61.53,63.2,62.77,54.24,54.22,49.98,55.01,53.65,53.52,53.83,57.67,57.92,54.53,57.85,57.59,58.36,58.3,1036.0,657.0,620.0,991.0,505.0,704.0,476.0
1585,35380,_HCVU651,RESP046,78.25,80.12,79.63,83.26,85.29,89.81,91.74,70.91,72.08,69.25,77.7,77.17,81.69,84.56,74.58,76.1,74.44,80.48,81.23,85.75,88.15,1130.0,702.0,665.0,1083.0,588.0,745.0,542.0
1586,35380,_RFHLTH,RESP061,79.87,83.52,82.4,83.63,83.47,84.68,82.54,74.19,77.84,75.42,79.59,77.47,77.32,75.24,77.03,80.68,78.91,81.61,80.47,81.0,78.89,1567.0,986.0,968.0,1497.0,768.0,1117.0,707.0
1587,35380,_RFHYPE5,RESP046,40.93,,41.71,,38.15,,43.16,34.61,,33.43,,31.05,,35.0,37.77,,37.57,,34.6,,39.08,988.0,,636.0,,407.0,,385.0
1588,35380,_RFSMOK3,RESP046,27.3,26.43,27.68,24.42,25.03,22.99,25.52,21.14,19.13,19.22,19.44,18.13,15.03,17.92,24.22,22.78,23.45,21.93,21.58,19.01,21.72,416.0,208.0,207.0,338.0,172.0,230.0,157.0
1589,35380,_TOTINDA,RESP046,68.79,77.25,75.72,76.39,74.48,80.59,78.68,62.21,70.39,67.52,71.33,67.14,72.39,70.34,65.5,73.82,71.62,73.86,70.81,76.49,74.51,1313.0,928.0,850.0,1385.0,612.0,1017.0,592.0
1590,35614,BLOODCHO,RESP046,,,84.79,,84.93,,,,,82.25,,82.53,,,,,83.52,,83.73,,,,,7718.0,,7271.0,,
1591,35614,Custom_8,Custom_8,,,0.4796737964815544,,0.451890934404377,,,,,0.4386691153958403,,0.41374862131042056,,,,,0.45917145593869735,,0.4328197778573988,,,,,3153.0,,2845.0,,
1592,35614,Custom_9,Custom_9,,62.58911182617363,62.82792653492763,62.82630298123934,61.159543883776685,61.428885042109656,62.04979660315758,,54.370888173826366,56.512073465072376,56.013697018760666,55.24045611622331,55.331114957890335,56.15020339684242,,58.48,59.67,59.42,58.199999999999996,58.379999999999995,59.1,,3997.0,4952.0,4200.0,4501.0,4447.0,4795.0
1593,35614,DIABETE3,RESP046,,11.26,12.03,11.09,10.65,10.92,11.35,,8.6,9.95,9.17,8.97,9.2,9.59,,9.93,10.99,10.13,9.81,10.06,10.47,,753.0,995.0,886.0,979.0,899.0,1019.0
1594,35614,DRNKANY5,RESP046,,58.92,55.95,54.14,54.33,57.18,56.28,,54.56,52.73,50.66,51.27,54.08,53.26,,56.74,54.34,52.4,52.8,55.63,54.77,,4166.0,4737.0,3820.0,4167.0,4406.0,4651.0
1595,35614,_HCVU651,RESP046,,80.47,81.47,83.83,86.72,87.72,87.23,,76.23,78.49,80.69,84.1,85.36,84.91,,78.35,79.98,82.26,85.41,86.54,86.07,,4462.0,5324.0,4624.0,5151.0,5373.0,5352.0
1596,35614,_RFHLTH,RESP061,,83.11,81.43,82.31,83.51,83.43,82.76,,79.63,78.81,79.57,81.27,81.19,80.48,,81.37,80.12,80.94,82.39,82.31,81.62,,6044.0,7158.0,6077.0,6753.0,6781.0,7082.0
1597,35614,_RFHYPE5,RESP046,,,32.13,,29.68,,30.14,,,29.35,,27.18,,27.64,,,30.74,,28.43,,28.89,,,3086.0,,2898.0,,2962.0
1598,35614,_RFSMOK3,RESP046,,16.27,16.1,14.13,13.91,12.91,13.25,,13.29,13.7,11.77,11.79,10.91,11.29,,14.78,14.9,12.95,12.85,11.91,12.27,,1027.0,1132.0,871.0,913.0,900.0,953.0
1599,35614,_TOTINDA,RESP046,,76.07,73.87,74.64,71.73,73.09,72.89,,72.23,70.97,71.62,68.83,70.39,70.07,,74.15,72.42,73.13,70.28,71.74,71.48,,5528.0,5836.0,5597.0,5316.0,6018.0,5651.0
1600,35644,BLOODCHO,RESP046,84.45,,,,,,,81.35,,,,,,,82.9,,,,,,,5757.0,,,,,,
1601,35644,Custom_8,Custom_8,0.4824014565242,,,,,,,0.43436573286060093,,,,,,,0.4583835946924005,,,,,,,2297.0,,,,,,
1602,35644,Custom_9,Custom_9,60.23005649672431,,,,,,,53.149943503275686,,,,,,,56.69,,,,,,,3602.0,,,,,,
1603,35644,DIABETE3,RESP046,10.87,,,,,,,8.83,,,,,,,9.85,,,,,,,730.0,,,,,,
1604,35644,DRNKANY5,RESP046,59.46,,,,,,,55.62,,,,,,,57.54,,,,,,,3556.0,,,,,,
1605,35644,_HCVU651,RESP046,81.61,,,,,,,78.05,,,,,,,79.83,,,,,,,4083.0,,,,,,
1606,35644,_RFHLTH,RESP061,82.87,,,,,,,80.01,,,,,,,81.44,,,,,,,5395.0,,,,,,
1607,35644,_RFHYPE5,RESP046,30.61,,,,,,,27.39,,,,,,,29.0,,,,,,,2199.0,,,,,,
1608,35644,_RFSMOK3,RESP046,17.42,,,,,,,14.68,,,,,,,16.05,,,,,,,988.0,,,,,,
1609,35644,_TOTINDA,RESP046,75.03,,,,,,,71.73,,,,,,,73.38,,,,,,,4566.0,,,,,,
1610,35740,BLOODCHO,RESP046,81.2,,82.65,,83.49,,,72.88,,74.81,,75.93,,,77.04,,78.73,,79.71,,,647.0,,563.0,,618.0,,
1611,35740,Custom_8,Custom_8,0.565313685153861,,0.5990646739088138,,0.526213356691774,,,0.4390996066426081,,0.46609473165450377,,0.40566470126833143,,,0.5022066458982346,,0.5325797027816588,,0.46593902898005274,,,285.0,,235.0,,257.0,,
1612,35740,Custom_9,Custom_9,77.23830970438247,80.83032410954853,77.85182034288982,74.86413945200358,79.3127316234741,78.23928495312285,,58.7816902956175,57.68967589045146,58.34817965711016,58.91586054799642,60.127268376525905,58.80071504687717,,68.00999999999999,69.25999999999999,68.1,66.89,69.72,68.52000000000001,,509.0,389.0,422.0,629.0,483.0,431.0,
1613,35740,DIABETE3,RESP046,9.76,10.62,14.42,11.69,13.05,12.97,,5.88,5.64,8.9,7.73,8.23,7.83,,7.82,8.13,11.66,9.71,10.64,10.4,,80.0,67.0,87.0,115.0,89.0,74.0,
1614,35740,DRNKANY5,RESP046,67.64,66.77,64.14,66.19,64.41,63.59,,59.1,55.41,55.44,58.93,55.51,54.23,,63.37,61.09,59.79,62.56,59.96,58.91,,428.0,316.0,378.0,572.0,431.0,376.0,
1615,35740,_HCVU651,RESP046,86.75,83.1,87.35,89.62,90.71,88.47,,77.93,69.46,79.15,83.04,82.79,77.85,,82.34,76.28,83.25,86.33,86.75,83.16,,431.0,312.0,413.0,613.0,467.0,412.0,
1616,35740,_RFHLTH,RESP061,88.77,89.24,84.08,85.6,90.7,89.37,,82.35,81.94,76.74,80.0,85.36,83.33,,85.56,85.59,80.41,82.8,88.03,86.35,,657.0,474.0,548.0,827.0,644.0,569.0,
1617,35740,_RFHYPE5,RESP046,32.29,,37.89,,35.76,,,25.23,,29.73,,28.0,,,28.76,,33.81,,31.88,,,293.0,,252.0,,271.0,,
1618,35740,_RFSMOK3,RESP046,25.75,19.2,22.04,21.44,18.97,19.12,,17.79,10.96,14.98,15.56,12.03,12.62,,21.77,15.08,18.51,18.5,15.5,15.87,,122.0,79.0,109.0,151.0,97.0,104.0,
1619,35740,_TOTINDA,RESP046,77.56,78.3,79.34,79.51,77.59,77.21,,69.96,68.26,71.58,73.13,69.67,68.51,,73.76,73.28,75.46,76.32,73.63,72.86,,531.0,413.0,474.0,761.0,495.0,483.0,
1620,35820,BLOODCHO,RESP046,79.41,,83.18,,83.34,,,70.05,,73.46,,74.44,,,74.73,,78.32,,78.89,,,539.0,,618.0,,560.0,,
1621,35820,Custom_8,Custom_8,0.5773362988052468,,0.628209472806808,,0.5437340587999083,,,0.4345732422090713,,0.4798089133014661,,0.41202712766225424,,,0.5059547705071591,,0.554009193054137,,0.4778805932310813,,,226.0,,278.0,,242.0,,
1622,35820,Custom_9,Custom_9,79.09275893193829,81.86058156953865,84.91061754888533,76.36396911653377,81.05235729092237,86.1109086638385,82.81619335398535,59.227241068061694,57.099418430461355,63.049382451114674,59.656030883466215,60.68764270907763,62.8890913361615,61.383806646014634,69.16,69.48,73.98,68.00999999999999,70.87,74.5,72.1,448.0,424.0,497.0,636.0,440.0,361.0,390.0
1623,35820,DIABETE3,RESP046,10.59,11.62,13.33,11.16,13.98,15.75,13.68,6.19,6.14,8.07,7.36,8.6,9.47,8.42,8.39,8.88,10.7,9.26,11.29,12.61,11.05,73.0,83.0,107.0,114.0,91.0,78.0,82.0
1624,35820,DRNKANY5,RESP046,60.98,57.17,57.33,57.48,57.33,59.96,58.75,51.58,45.21,47.29,49.64,47.73,49.62,48.75,56.28,51.19,52.31,53.56,52.53,54.79,53.75,317.0,281.0,343.0,463.0,318.0,266.0,263.0
1625,35820,_HCVU651,RESP046,84.74,88.16,86.39,86.2,88.25,92.79,89.95,75.18,76.56,75.37,78.2,79.35,85.03,80.77,79.96,82.36,80.88,82.2,83.8,88.91,85.36,372.0,301.0,381.0,529.0,358.0,320.0,299.0
1626,35820,_RFHLTH,RESP061,85.2,89.23,87.45,85.77,86.45,87.73,86.08,78.02,81.89,80.35,80.21,79.59,80.79,78.86,81.61,85.56,83.9,82.99,83.02,84.26,82.47,539.0,497.0,585.0,785.0,535.0,429.0,453.0
1627,35820,_RFHYPE5,RESP046,36.23,,39.15,,35.93,,37.15,27.95,,30.37,,27.65,,28.37,32.09,,34.76,,31.79,,32.76,261.0,,312.0,,260.0,,224.0
1628,35820,_RFSMOK3,RESP046,29.6,20.69,23.07,28.7,21.45,28.52,23.45,20.7,11.67,15.03,21.36,14.31,18.64,15.07,25.15,16.18,19.05,25.03,17.88,23.58,19.26,123.0,76.0,115.0,176.0,108.0,93.0,82.0
1629,35820,_TOTINDA,RESP046,75.73,82.38,76.52,78.74,76.42,79.89,74.07,67.03,72.62,67.54,72.32,68.04,71.51,65.05,71.38,77.5,72.03,75.53,72.23,75.7,69.56,447.0,464.0,479.0,709.0,421.0,385.0,353.0
1630,35840,BLOODCHO,RESP046,,,87.33,,,,,,,80.97,,,,,,,84.15,,,,,,,964.0,,,,
1631,35840,Custom_8,Custom_8,,,0.6106590518047165,,,,,,,0.5087705382131088,,,,,,,0.5597147950089126,,,,,,,460.0,,,,
1632,35840,Custom_9,Custom_9,,,,73.58013409892787,,67.9858478626564,73.43191920905166,,,,47.47986590107213,,51.97415213734361,52.58808079094834,,,,60.53,,59.980000000000004,63.01,,,,290.0,,627.0,440.0
1633,35840,DIABETE3,RESP046,,,12.87,12.39,,13.52,11.92,,,8.17,6.51,,8.74,6.32,,,10.52,9.45,,11.13,9.12,,,126.0,63.0,,136.0,77.0
1634,35840,DRNKANY5,RESP046,,,68.62,61.48,,67.03,63.58,,,61.4,49.18,,59.11,53.54,,,65.01,55.33,,63.07,58.56,,,658.0,286.0,,649.0,443.0
1635,35840,_HCVU651,RESP046,,,73.33,86.14,,86.09,81.41,,,63.61,70.96,,76.65,69.89,,,68.47,78.55,,81.37,75.65,,,402.0,180.0,,433.0,325.0
1636,35840,_RFHLTH,RESP061,,,83.13,86.65,,86.26,89.23,,,76.85,77.13,,80.02,82.53,,,79.99,81.89,,83.14,85.88,,,873.0,420.0,,950.0,648.0
1637,35840,_RFHYPE5,RESP046,,,39.17,,,,41.87,,,32.15,,,,32.57,,,35.66,,,,37.22,,,436.0,,,,317.0
1638,35840,_RFSMOK3,RESP046,,,21.95,24.92,,20.25,19.87,,,15.49,13.56,,13.55,12.19,,,18.72,19.24,,16.9,16.03,,,164.0,63.0,,134.0,105.0
1639,35840,_TOTINDA,RESP046,,,80.87,81.55,,77.75,77.94,,,74.45,71.05,,70.57,68.62,,,77.66,76.3,,74.16,73.28,,,759.0,395.0,,833.0,540.0
1640,35980,Custom_9,Custom_9,,70.63493201618154,,,,,,,51.145067983818464,,,,,,,60.89,,,,,,,596.0,,,,,
1641,35980,DIABETE3,RESP046,,12.43,,,,,,,7.49,,,,,,,9.96,,,,,,,113.0,,,,,
1642,35980,DRNKANY5,RESP046,,68.84,,,,,,,59.12,,,,,,,63.98,,,,,,,647.0,,,,,
1643,35980,_HCVU651,RESP046,,93.43,,,,,,,87.05,,,,,,,90.24,,,,,,,573.0,,,,,
1644,35980,_RFHLTH,RESP061,,89.91,,,,,,,84.19,,,,,,,87.05,,,,,,,848.0,,,,,
1645,35980,_RFSMOK3,RESP046,,22.0,,,,,,,14.48,,,,,,,18.24,,,,,,,140.0,,,,,
1646,35980,_TOTINDA,RESP046,,81.68,,,,,,,73.84,,,,,,,77.76,,,,,,,773.0,,,,,
1647,36084,BLOODCHO,RESP046,,,84.02,,86.72,,,,,75.86,,81.08,,,,,79.94,,83.9,,,,,570.0,,778.0,,
1648,36084,Custom_8,Custom_8,,,0.5360537426193616,,0.46107690810309787,,,,,0.39264277977243217,,0.3510804220518484,,,,,0.4643482611958969,,0.40607866507747314,,,,,206.0,,257.0,,
1649,36084,Custom_9,Custom_9,,67.88257167625932,,64.62301721625423,63.35629760992689,63.93529419633022,62.920566539000745,,48.437428323740676,,45.396982783745784,48.42370239007311,46.34470580366978,44.73943346099925,,58.16,,55.010000000000005,55.89,55.14,53.83,,489.0,,371.0,468.0,419.0,343.0
1650,36084,DIABETE3,RESP046,,11.1,11.62,13.27,11.68,11.94,9.62,,6.04,6.28,7.63,6.9,6.6,4.22,,8.57,8.95,10.45,9.29,9.27,6.92,,92.0,66.0,75.0,77.0,74.0,45.0
1651,36084,DRNKANY5,RESP046,,64.46,62.75,60.06,62.73,65.6,69.0,,54.26,52.29,49.2,54.49,56.42,59.12,,59.36,57.52,54.63,58.61,61.01,64.06,,541.0,376.0,365.0,532.0,473.0,441.0
1652,36084,_HCVU651,RESP046,,90.47,90.83,91.14,93.95,94.47,92.67,,82.15,84.21,84.36,88.69,89.77,85.81,,86.31,87.52,87.75,91.32,92.12,89.24,,606.0,464.0,459.0,658.0,563.0,479.0
1653,36084,_RFHLTH,RESP061,,90.5,89.6,89.46,91.98,90.4,90.95,,83.56,83.76,83.42,86.5,84.92,84.79,,87.03,86.68,86.44,89.24,87.66,87.87,,851.0,594.0,591.0,851.0,703.0,614.0
1654,36084,_RFHYPE5,RESP046,,,31.14,,31.79,,29.19,,,22.16,,24.31,,20.61,,,26.65,,28.05,,24.9,,,198.0,,255.0,,172.0
1655,36084,_RFSMOK3,RESP046,,14.57,15.03,12.94,13.71,11.22,11.48,,7.87,8.65,7.22,7.83,6.68,6.18,,11.22,11.84,10.08,10.77,8.95,8.83,,80.0,72.0,63.0,80.0,78.0,62.0
1656,36084,_TOTINDA,RESP046,,87.82,83.43,83.15,86.9,86.53,86.96,,79.86,74.69,74.69,80.28,79.83,79.12,,83.84,79.06,78.92,83.59,83.18,83.04,,781.0,506.0,520.0,697.0,680.0,530.0
1657,36140,BLOODCHO,RESP046,87.76,,,,,,,75.26,,,,,,,81.51,,,,,,,544.0,,,,,,
1658,36140,Custom_8,Custom_8,0.5877578201144719,,,,,,,0.4295406708682296,,,,,,,0.5086492454913507,,,,,,,253.0,,,,,,
1659,36140,Custom_9,Custom_9,78.06878148456136,78.86047274381198,,,,,,55.09121851543864,48.399527256188,,,,,,66.58,63.629999999999995,,,,,,382.0,324.0,,,,,
1660,36140,DIABETE3,RESP046,16.53,12.72,,,,,,9.51,6.56,,,,,,13.02,9.64,,,,,,95.0,67.0,,,,,
1661,36140,DRNKANY5,RESP046,66.63,66.35,,,,,,54.17,52.47,,,,,,60.4,59.41,,,,,,335.0,323.0,,,,,
1662,36140,_HCVU651,RESP046,86.2,90.77,,,,,,69.78,72.97,,,,,,77.99,81.87,,,,,,283.0,259.0,,,,,
1663,36140,_RFHLTH,RESP061,88.24,85.93,,,,,,79.82,74.91,,,,,,84.03,80.42,,,,,,496.0,443.0,,,,,
1664,36140,_RFHYPE5,RESP046,42.54,,,,,,,31.96,,,,,,,37.25,,,,,,,294.0,,,,,,
1665,36140,_RFSMOK3,RESP046,29.86,30.76,,,,,,18.34,16.34,,,,,,24.1,23.55,,,,,,107.0,94.0,,,,,
1666,36140,_TOTINDA,RESP046,78.42,80.74,,,,,,66.58,68.74,,,,,,72.5,74.74,,,,,,413.0,417.0,,,,,
1667,36260,BLOODCHO,RESP046,78.17,,79.7,,78.44,,,73.11,,75.24,,73.58,,,75.64,,77.47,,76.01,,,1803.0,,2026.0,,1658.0,,
1668,36260,Custom_8,Custom_8,0.5049314368397868,,0.47391307990756715,,0.4812475244710694,,,0.42870156157375106,,0.4072021905196951,,0.40837226239907926,,,0.46681649920676893,,0.4405576352136311,,0.4448098934350743,,,702.0,,793.0,,612.0,,
1669,36260,Custom_9,Custom_9,67.40638612103155,65.17242717811237,63.94274350033326,66.70360582169519,68.33245096829016,68.78438128953057,69.98739071231459,56.67361387896845,54.78757282188763,54.31725649966675,57.9363941783048,58.00754903170984,57.91561871046942,58.492609287685426,62.04,59.980000000000004,59.13,62.32,63.17,63.349999999999994,64.24000000000001,1285.0,1406.0,1420.0,1736.0,1256.0,1442.0,1065.0
1670,36260,DIABETE3,RESP046,8.41,9.98,9.09,9.17,8.4,9.51,8.97,5.97,7.44,6.65,7.01,5.96,7.05,6.43,7.19,8.71,7.87,8.09,7.18,8.28,7.7,206.0,266.0,247.0,274.0,173.0,270.0,175.0
1671,36260,DRNKANY5,RESP046,30.97,30.07,31.73,30.38,34.05,33.4,32.84,26.15,25.41,27.19,26.42,29.19,28.42,27.7,28.56,27.74,29.46,28.4,31.62,30.91,30.27,564.0,588.0,629.0,721.0,594.0,598.0,468.0
1672,36260,_HCVU651,RESP046,85.9,87.54,87.5,87.14,91.39,91.46,89.7,81.48,83.14,83.18,83.58,87.31,87.22,85.42,83.69,85.34,85.34,85.36,89.35,89.34,87.56,1420.0,1535.0,1611.0,1944.0,1481.0,1517.0,1188.0
1673,36260,_RFHLTH,RESP061,88.99,88.68,89.95,89.22,90.17,89.96,87.83,85.65,85.46,86.97,86.4,86.87,86.78,84.11,87.32,87.07,88.46,87.81,88.52,88.37,85.97,1909.0,2067.0,2138.0,2564.0,1825.0,2101.0,1543.0
1674,36260,_RFHYPE5,RESP046,26.66,,29.75,,27.64,,29.43,22.54,,25.63,,23.48,,24.89,24.6,,27.69,,25.56,,27.16,685.0,,804.0,,604.0,,569.0
1675,36260,_RFSMOK3,RESP046,13.77,12.63,12.17,12.36,12.0,9.73,11.12,10.29,9.19,8.99,9.54,8.74,6.67,7.9,12.03,10.91,10.58,10.95,10.37,8.2,9.51,237.0,212.0,212.0,265.0,190.0,147.0,159.0
1676,36260,_TOTINDA,RESP046,83.33,85.47,82.02,85.53,80.51,82.99,82.34,79.29,81.55,77.98,82.43,76.23,78.95,78.02,81.31,83.51,80.0,83.98,78.37,80.97,80.18,1726.0,2011.0,1846.0,2436.0,1520.0,1928.0,1365.0
1677,36420,BLOODCHO,RESP046,76.17,,80.94,,80.47,,,70.61,,76.12,,73.73,,,73.39,,78.53,,77.1,,,2201.0,,2258.0,,1800.0,,
1678,36420,Custom_8,Custom_8,0.5824630863475797,,0.5478785098567954,,0.511128861637868,,,0.4994281794924531,,0.47618872559462433,,0.42324208518444084,,,0.5409456329200164,,0.5120336177257099,,0.4671854734111544,,,1009.0,,1030.0,,824.0,,
1679,36420,Custom_9,Custom_9,69.0312863453755,72.41733997488765,69.84941744277933,71.15023584380921,74.44678756790364,73.93049687524184,74.16262930898817,58.06871365462449,61.44266002511235,59.55058255722068,60.549764156190776,60.75321243209635,61.04950312475815,61.83737069101183,63.55,66.93,64.7,65.85,67.6,67.49,68.0,1649.0,1549.0,1662.0,1553.0,1303.0,1258.0,1342.0
1680,36420,DIABETE3,RESP046,11.31,12.0,10.75,11.96,12.14,12.38,13.7,8.65,9.22,8.39,9.34,9.16,9.28,10.48,9.98,10.61,9.57,10.65,10.65,10.83,12.09,358.0,321.0,364.0,336.0,321.0,285.0,333.0
1681,36420,DRNKANY5,RESP046,53.61,51.0,50.27,45.75,49.69,46.86,50.73,48.17,45.86,45.25,40.61,43.03,40.66,44.85,50.89,48.43,47.76,43.18,46.36,43.76,47.79,1085.0,1062.0,1068.0,930.0,782.0,756.0,887.0
1682,36420,_HCVU651,RESP046,76.48,81.12,78.72,84.07,87.39,83.35,83.7,70.68,76.26,73.42,79.25,81.27,77.23,77.78,73.58,78.69,76.07,81.66,84.33,80.29,80.74,1404.0,1450.0,1416.0,1353.0,1073.0,1012.0,1144.0
1683,36420,_RFHLTH,RESP061,84.22,83.82,84.37,84.8,84.55,84.39,82.93,80.42,80.1,80.93,81.24,79.77,79.99,78.57,82.32,81.96,82.65,83.02,82.16,82.19,80.75,2067.0,1931.0,2088.0,1960.0,1617.0,1589.0,1701.0
1684,36420,_RFHYPE5,RESP046,36.01,,36.9,,34.49,,37.22,31.27,,32.5,,29.01,,32.24,33.64,,34.7,,31.75,,34.73,1157.0,,1167.0,,931.0,,985.0
1685,36420,_RFSMOK3,RESP046,27.68,22.46,23.33,20.7,22.02,20.06,19.33,22.78,18.34,19.01,16.54,16.14,14.96,14.93,25.23,20.4,21.17,18.62,19.08,17.51,17.13,579.0,464.0,453.0,374.0,289.0,249.0,292.0
1686,36420,_TOTINDA,RESP046,71.74,76.34,71.01,76.72,73.59,76.12,74.45,66.72,71.98,66.31,72.4,67.51,71.06,69.35,69.23,74.16,68.66,74.56,70.55,73.59,71.9,1754.0,1733.0,1687.0,1745.0,1287.0,1384.0,1389.0
1687,36500,BLOODCHO,RESP046,81.82,,,,,,,68.68,,,,,,,75.25,,,,,,,431.0,,,,,,
1688,36500,Custom_8,Custom_8,0.6459220012344093,,,,,,,0.4408554074034645,,,,,,,0.5433887043189369,,,,,,,193.0,,,,,,
1689,36500,Custom_9,Custom_9,77.31714610520808,75.15034796515826,,,,,,49.04285389479193,51.00965203484174,,,,,,63.18000000000001,63.08,,,,,,298.0,323.0,,,,,
1690,36500,DIABETE3,RESP046,12.32,17.84,,,,,,5.82,9.56,,,,,,9.07,13.7,,,,,,54.0,75.0,,,,,
1691,36500,DRNKANY5,RESP046,62.28,66.84,,,,,,49.0,55.48,,,,,,55.64,61.16,,,,,,268.0,307.0,,,,,
1692,36500,_HCVU651,RESP046,88.23,90.52,,,,,,74.23,80.72,,,,,,81.23,85.62,,,,,,296.0,307.0,,,,,
1693,36500,_RFHLTH,RESP061,86.98,85.79,,,,,,76.32,76.49,,,,,,81.65,81.14,,,,,,411.0,413.0,,,,,
1694,36500,_RFHYPE5,RESP046,40.87,,,,,,,28.29,,,,,,,34.58,,,,,,,197.0,,,,,,
1695,36500,_RFSMOK3,RESP046,24.41,28.86,,,,,,12.21,17.68,,,,,,18.31,23.27,,,,,,60.0,84.0,,,,,
1696,36500,_TOTINDA,RESP046,83.55,85.89,,,,,,71.63,76.41,,,,,,77.59,81.15,,,,,,396.0,423.0,,,,,
1697,36540,BLOODCHO,RESP046,79.69,,81.85,,82.55,,,76.67,,77.45,,78.67,,,78.18,,79.65,,80.61,,,5535.0,,2682.0,,3453.0,,
1698,36540,Custom_8,Custom_8,0.5213850439676394,,0.49249393147469195,,0.4729623332479804,,,0.4691496196291883,,0.42778227693710963,,0.41526493384047003,,,0.49526733179841387,,0.4601381042059008,,0.44411363354422523,,,2293.0,,1087.0,,1441.0,,
1699,36540,Custom_9,Custom_9,68.62655056337734,66.87895488197465,70.27355163531801,70.1556987733001,71.26734466409289,74.34941744277933,73.38972781511244,61.353449436622675,59.32104511802536,60.24644836468197,61.60430122669989,61.892655335907115,64.05058255722068,63.47027218488757,64.99000000000001,63.1,65.25999999999999,65.88,66.58,69.2,68.43,4216.0,3425.0,1968.0,3081.0,2536.0,2131.0,2175.0
1700,36540,DIABETE3,RESP046,9.51,9.01,11.14,10.51,9.91,9.75,11.55,7.67,7.25,8.4,8.39,7.79,7.43,8.97,8.59,8.13,9.77,9.45,8.85,8.59,10.26,760.0,604.0,341.0,582.0,488.0,396.0,410.0
1701,36540,DRNKANY5,RESP046,65.41,63.1,60.06,62.82,61.98,63.82,64.38,61.97,59.66,55.24,58.82,57.62,59.08,59.88,63.69,61.38,57.65,60.82,59.8,61.45,62.13,3816.0,3232.0,1734.0,2788.0,2274.0,1918.0,1929.0
1702,36540,_HCVU651,RESP046,82.52,84.53,85.79,87.96,88.22,86.82,88.46,79.34,81.31,81.47,84.4,84.42,82.46,84.7,80.93,82.92,83.63,86.18,86.32,84.64,86.58,4096.0,3404.0,1968.0,2953.0,2448.0,1913.0,2026.0
1703,36540,_RFHLTH,RESP061,87.59,87.2,88.22,88.68,87.01,86.48,87.22,85.27,84.74,84.92,86.02,83.87,83.14,84.12,86.43,85.97,86.57,87.35,85.44,84.81,85.67,5632.0,4683.0,2685.0,4187.0,3425.0,2710.0,2810.0
