,Locationabbr,QuestionID,RESPONSEID,Confidence_limit_High_2011,Confidence_limit_High_2012,Confidence_limit_High_2013,Confidence_limit_High_2014,Confidence_limit_High_2015,Confidence_limit_High_2016,Confidence_limit_High_2017,Confidence_limit_Low_2011,Confidence_limit_Low_2012,Confidence_limit_Low_2013,Confidence_limit_Low_2014,Confidence_limit_Low_2015,Confidence_limit_Low_2016,Confidence_limit_Low_2017,Data_value_2011,Data_value_2012,Data_value_2013,Data_value_2014,Data_value_2015,Data_value_2016,Data_value_2017,Sample_Size_2011,Sample_Size_2012,Sample_Size_2013,Sample_Size_2014,Sample_Size_2015,Sample_Size_2016,Sample_Size_2017
451,16860,_TOTINDA,RESP046,72.73,79.0,72.91,,,74.89,,57.71,68.58,60.75,,,63.57,,65.22,73.79,66.83,,,69.23,,366.0,435.0,324.0,,,374.0,
452,16940,BLOODCHO,RESP046,82.82,,,,,,,74.7,,,,,,,78.76,,,,,,,968.0,,,,,,
453,16940,Custom_8,Custom_8,0.5337174636057034,,,,,,,0.41295597468784656,,,,,,,0.473336719146775,,,,,,,421.0,,,,,,
454,16940,Custom_9,Custom_9,69.72239322626399,75.8168637745741,,,,,,52.33760677373601,54.903136225425904,,,,,,61.03,65.36,,,,,,657.0,593.0,,,,,
455,16940,DIABETE3,RESP046,9.97,14.92,,,,,,5.81,8.88,,,,,,7.89,11.9,,,,,,98.0,140.0,,,,,
456,16940,DRNKANY5,RESP046,57.57,60.57,,,,,,48.43,50.29,,,,,,53.0,55.43,,,,,,578.0,469.0,,,,,
457,16940,_HCVU651,RESP046,80.19,86.42,,,,,,69.85,76.04,,,,,,75.02,81.23,,,,,,629.0,466.0,,,,,
458,16940,_RFHLTH,RESP061,88.4,85.99,,,,,,82.92,78.39,,,,,,85.66,82.19,,,,,,946.0,777.0,,,,,
459,16940,_RFHYPE5,RESP046,34.11,,,,,,,26.81,,,,,,,30.46,,,,,,,442.0,,,,,,
460,16940,_RFSMOK3,RESP046,25.25,24.67,,,,,,17.85,15.61,,,,,,21.55,20.14,,,,,,194.0,139.0,,,,,
461,16940,_TOTINDA,RESP046,80.83,82.82,,,,,,73.89,74.78,,,,,,77.36,78.8,,,,,,803.0,713.0,,,,,
462,16980,BLOODCHO,RESP046,80.05,,81.34,,84.99,,,75.51,,76.8,,81.39,,,77.78,,79.07,,83.19,,,3252.0,,2878.0,,3226.0,,
463,16980,Custom_8,Custom_8,0.5130624713401646,,0.46938143909147,,0.44935868574087856,,,0.44553871148318336,,0.4030101126980836,,0.3952139792428936,,,0.47930059141167397,,0.4361957758947768,,0.4222863324918861,,,1352.0,,1149.0,,1340.0,,
464,16980,Custom_9,Custom_9,67.77312015037595,67.07802645714138,69.19841368313334,66.66319667925734,70.54178302197293,68.88765703947476,68.5139062953916,58.026879849624066,57.40197354285861,58.861586316866656,57.55680332074267,61.398216978027065,60.01234296052522,60.4460937046084,62.900000000000006,62.239999999999995,64.03,62.11,65.97,64.44999999999999,64.48,2416.0,2337.0,2085.0,2489.0,2338.0,2616.0,3224.0
465,16980,DIABETE3,RESP046,11.03,9.21,11.01,10.71,11.2,11.13,11.33,8.29,6.75,8.27,8.31,8.88,8.77,9.17,9.66,7.98,9.64,9.51,10.04,9.95,10.25,475.0,435.0,402.0,484.0,479.0,534.0,676.0
466,16980,DRNKANY5,RESP046,65.31,63.39,62.85,60.5,62.25,61.76,62.55,60.49,58.65,57.87,56.04,57.89,57.44,58.75,62.9,61.02,60.36,58.27,60.07,59.6,60.65,2123.0,2064.0,1908.0,2315.0,2115.0,2365.0,2849.0
467,16980,_HCVU651,RESP046,80.84,81.34,81.4,85.88,88.82,89.69,87.73,75.78,76.32,76.14,81.72,85.22,86.39,84.55,78.31,78.83,78.77,83.8,87.02,88.04,86.14,2212.0,2098.0,1993.0,2522.0,2250.0,2499.0,3011.0
468,16980,_RFHLTH,RESP061,84.07,85.55,84.78,84.29,84.73,84.29,84.0,80.35,81.71,81.18,80.69,81.47,81.07,81.18,82.21,83.63,82.98,82.49,83.1,82.68,82.59,3028.0,3026.0,2703.0,3427.0,2996.0,3407.0,4143.0
469,16980,_RFHYPE5,RESP046,31.49,,30.08,,31.44,,33.13,27.37,,25.88,,27.84,,29.79,29.43,,27.98,,29.64,,31.46,1492.0,,1187.0,,1430.0,,2031.0
470,16980,_RFSMOK3,RESP046,21.54,19.74,18.49,17.81,15.8,16.6,14.91,17.46,15.7,14.73,14.47,12.62,13.42,12.29,19.5,17.72,16.61,16.14,14.21,15.01,13.6,663.0,584.0,489.0,575.0,450.0,550.0,661.0
471,16980,_TOTINDA,RESP046,78.76,81.14,77.8,78.86,76.7,78.74,78.89,74.6,77.14,73.38,75.14,72.86,75.14,75.63,76.68,79.14,75.59,77.0,74.78,76.94,77.26,2718.0,2810.0,2318.0,3172.0,2497.0,3163.0,3547.0
472,17140,BLOODCHO,RESP046,83.9,,84.22,,85.78,,,77.32,,79.04,,78.96,,,80.61,,81.63,,82.37,,,1661.0,,2265.0,,1500.0,,
473,17140,Custom_8,Custom_8,0.4766662659368027,,0.49643411212695393,,0.5155023341370971,,,0.3899755899123475,,0.4223457482185074,,0.41639034523646123,,,0.4333209279245751,,0.45938993017273066,,0.4659463396867792,,,695.0,,973.0,,663.0,,
474,17140,Custom_9,Custom_9,70.83294139661852,69.01235297284971,72.33009835986273,73.8786782716819,73.73123416101049,75.93281374874401,69.73492298978734,56.68705860338147,58.0876470271503,60.12990164013728,58.52132172831807,57.8487658389895,62.247186251256004,56.42507701021267,63.76,63.550000000000004,66.23,66.19999999999999,65.78999999999999,69.09,63.08,1136.0,1460.0,1653.0,1283.0,1026.0,1150.0,1064.0
475,17140,DIABETE3,RESP046,11.94,13.51,10.72,12.95,12.09,13.27,10.79,8.26,10.33,7.9,9.27,8.09,9.51,7.81,10.1,11.92,9.31,11.11,10.09,11.39,9.3,243.0,347.0,331.0,317.0,233.0,256.0,222.0
476,17140,DRNKANY5,RESP046,60.78,60.02,58.04,59.35,60.37,60.41,59.82,53.76,54.72,52.24,52.25,52.65,54.03,53.44,57.27,57.37,55.14,55.8,56.51,57.22,56.63,946.0,1199.0,1247.0,970.0,836.0,878.0,882.0
477,17140,_HCVU651,RESP046,86.19,86.88,84.48,89.29,94.0,95.99,92.34,79.57,82.22,79.0,82.35,87.68,92.51,87.92,82.88,84.55,81.74,85.82,90.84,94.25,90.13,1123.0,1470.0,1573.0,1230.0,994.0,1116.0,1063.0
478,17140,_RFHLTH,RESP061,87.14,84.25,85.75,85.11,88.09,85.02,83.11,83.02,80.25,81.63,79.89,83.31,80.12,77.85,85.08,82.25,83.69,82.5,85.7,82.57,80.48,1546.0,1886.0,2127.0,1632.0,1384.0,1440.0,1404.0
479,17140,_RFHYPE5,RESP046,34.87,,36.34,,38.13,,36.31,28.99,,31.28,,31.19,,30.63,31.93,,33.81,,34.66,,33.47,775.0,,1056.0,,730.0,,701.0
480,17140,_RFSMOK3,RESP046,28.6,25.68,24.37,26.72,25.14,24.67,26.43,22.28,20.94,19.35,19.98,18.44,18.79,20.55,25.44,23.31,21.86,23.35,21.79,21.73,23.49,380.0,454.0,490.0,355.0,261.0,302.0,309.0
481,17140,_TOTINDA,RESP046,76.84,78.17,76.05,79.66,80.0,79.16,76.37,70.76,73.67,70.79,73.74,73.76,73.68,70.69,73.8,75.92,73.42,76.7,76.88,76.42,73.53,1322.0,1752.0,1740.0,1559.0,1144.0,1307.0,1158.0
482,17200,BLOODCHO,RESP046,,,86.78,,89.15,,,,,80.24,,82.53,,,,,83.51,,85.84,,,,,1499.0,,1437.0,,
483,17200,Custom_8,Custom_8,,,0.4840320602936268,,0.47344183981741067,,,,,0.3905937330245387,,0.3860642179645091,,,,,0.43731289665908274,,0.4297530288909599,,,,,582.0,,582.0,,
484,17200,Custom_9,Custom_9,,69.38126971331968,69.64362826726335,66.80680413106157,69.1536404653112,67.85217299024164,71.5193898957409,,56.77873028668031,54.53637173273664,53.793195868938426,54.646359534688806,53.307827009758356,56.4406101042591,,63.08,62.089999999999996,60.3,61.9,60.58,63.980000000000004,,1170.0,1014.0,962.0,919.0,1043.0,1024.0
485,17200,DIABETE3,RESP046,,9.87,11.38,9.53,11.41,10.53,9.4,,7.09,6.92,6.47,7.77,6.77,6.26,,8.48,9.15,8.0,9.59,8.65,7.83,,201.0,175.0,162.0,183.0,200.0,176.0
486,17200,DRNKANY5,RESP046,,66.18,61.87,62.37,61.03,65.34,66.96,,59.68,54.57,54.93,53.67,57.94,59.94,,62.93,58.22,58.65,57.35,61.64,63.45,,1212.0,951.0,991.0,903.0,1077.0,1055.0
487,17200,_HCVU651,RESP046,,87.78,87.38,91.21,93.24,92.52,93.95,,81.5,81.22,84.59,87.28,86.32,89.49,,84.64,84.3,87.9,90.26,89.42,91.72,,1063.0,943.0,976.0,914.0,1041.0,991.0
488,17200,_RFHLTH,RESP061,,89.58,88.73,89.06,88.75,88.29,88.41,,85.9,83.67,84.04,84.75,83.83,83.75,,87.74,86.2,86.55,86.75,86.06,86.08,,1669.0,1438.0,1449.0,1353.0,1532.0,1500.0
489,17200,_RFHYPE5,RESP046,,,34.16,,35.94,,31.44,,,27.84,,29.58,,25.96,,,31.0,,32.76,,28.7,,,637.0,,625.0,,644.0
490,17200,_RFSMOK3,RESP046,,19.96,16.98,22.47,18.95,19.72,18.58,,14.32,12.16,16.35,13.23,13.4,12.9,,17.14,14.57,19.41,16.09,16.56,15.74,,252.0,223.0,242.0,214.0,227.0,218.0
491,17200,_TOTINDA,RESP046,,83.39,81.41,81.65,78.95,84.42,78.45,,78.45,75.17,75.61,73.19,78.98,72.21,,80.92,78.29,78.63,76.07,81.7,75.33,,1542.0,1212.0,1331.0,1121.0,1453.0,1259.0
492,17460,BLOODCHO,RESP046,87.26,,86.86,,86.78,,,80.52,,80.44,,79.02,,,83.89,,83.65,,82.9,,,1039.0,,981.0,,930.0,,
493,17460,Custom_8,Custom_8,0.47980464674126116,,,,0.46430088896423033,,,0.38609116920819647,,,,0.35572323648812193,,,0.4329479079747288,,,,0.41001206272617613,,,403.0,,,,361.0,,
494,17460,Custom_9,Custom_9,72.11808472756415,71.39148534737271,69.88250587221833,76.39220493980955,73.30943528953411,72.7181291281662,76.90567504714015,56.82191527243585,57.58851465262732,53.91749412778169,58.74779506019044,55.07056471046589,55.4018708718338,60.054324952859865,64.47,64.49000000000001,61.900000000000006,67.57,64.19,64.06,68.48,692.0,1114.0,654.0,615.0,641.0,614.0,709.0
495,17460,DIABETE3,RESP046,10.63,13.54,13.51,13.51,13.51,11.06,13.51,7.03,9.54,8.97,8.93,8.89,7.14,9.11,8.83,11.54,11.24,11.22,11.2,9.1,11.31,134.0,245.0,143.0,133.0,158.0,128.0,160.0
496,17460,DRNKANY5,RESP046,63.4,64.45,63.98,63.56,61.93,59.87,61.85,55.8,57.87,56.18,55.18,52.95,51.83,54.29,59.6,61.16,60.08,59.37,57.44,55.85,58.07,636.0,961.0,610.0,536.0,564.0,537.0,604.0
497,17460,_HCVU651,RESP046,87.39,86.34,89.61,92.6,94.11,94.04,95.14,81.01,80.42,82.99,85.66,87.29,87.72,89.84,84.2,83.38,86.3,89.13,90.7,90.88,92.49,692.0,1031.0,676.0,568.0,577.0,579.0,648.0
498,17460,_RFHLTH,RESP061,84.55,84.9,84.27,86.49,85.19,87.11,84.59,79.03,80.16,77.95,80.07,78.73,81.39,78.59,81.79,82.53,81.11,83.28,81.96,84.25,81.59,933.0,1426.0,878.0,805.0,843.0,867.0,911.0
499,17460,_RFHYPE5,RESP046,32.88,,35.0,,36.89,,38.17,26.56,,28.26,,29.25,,31.31,29.72,,31.63,,33.07,,34.74,435.0,,422.0,,459.0,,471.0
500,17460,_RFSMOK3,RESP046,26.33,25.04,25.71,21.72,26.5,25.47,25.3,19.75,19.28,18.97,14.58,18.38,18.37,18.48,23.04,22.16,22.34,18.15,22.44,21.92,21.89,229.0,305.0,204.0,133.0,168.0,171.0,194.0
501,17460,_TOTINDA,RESP046,77.58,79.03,76.71,79.54,76.93,81.44,75.57,71.2,73.59,69.49,71.9,68.81,75.02,68.67,74.39,76.31,73.1,75.72,72.87,78.23,72.12,806.0,1332.0,727.0,729.0,690.0,786.0,759.0
502,17780,BLOODCHO,RESP046,,,,,88.93,,,,,,,68.07,,,,,,,78.5,,,,,,,514.0,,
503,17780,Custom_8,Custom_8,,,,,0.4249902964636219,,,,,,,0.2435447353835118,,,,,,,0.33426751592356685,,,,,,,233.0,,
504,17780,Custom_9,Custom_9,,,,82.0848557819266,85.76841381540714,98.9842765816775,88.4621965399142,,,,45.85514421807339,43.971586184592866,39.09572341832248,41.977803460085795,,,,63.97,64.87,69.03999999999999,65.22,,,,346.0,350.0,335.0,310.0
505,17780,DIABETE3,RESP046,,,,10.22,10.75,,10.93,,,,3.98,4.87,,3.99,,,,7.1,7.81,,7.46,,,,93.0,89.0,74.0,78.0
506,17780,DRNKANY5,RESP046,,,,61.45,60.85,63.07,67.13,,,,44.67,41.01,33.51,45.07,,,,53.06,50.93,48.29,56.1,,,,257.0,249.0,235.0,230.0
507,17780,_HCVU651,RESP046,,,,89.37,82.99,91.83,92.45,,,,74.63,59.03,62.23,74.93,,,,82.0,71.01,77.03,83.69,,,,265.0,230.0,216.0,242.0
508,17780,_RFHLTH,RESP061,,,,90.99,94.65,95.19,95.37,,,,80.75,82.15,74.69,88.03,,,,85.87,88.4,84.94,91.7,,,,437.0,449.0,432.0,424.0
509,17780,_RFHYPE5,RESP046,,,,,36.27,,34.69,,,,,20.99,,17.55,,,,,28.63,,26.12,,,,,243.0,,215.0
510,17780,_RFSMOK3,RESP046,,,,16.67,,,,,,,6.51,,,,,,,11.59,,,,,,,48.0,29.0,46.0,42.0
511,17780,_TOTINDA,RESP046,,,,77.09,83.23,87.04,88.54,,,,61.21,65.71,62.82,71.8,,,,69.15,74.47,74.93,80.17,,,,418.0,378.0,400.0,357.0
512,17820,BLOODCHO,RESP046,84.02,,83.79,,85.92,,,76.66,,77.63,,79.56,,,80.34,,80.71,,82.74,,,1224.0,,1200.0,,1272.0,,
513,17820,Custom_8,Custom_8,0.474755417819629,,,,0.44115183543910064,,,0.38036034020875037,,,,0.3483091266106939,,,0.4275578790141897,,,,0.3947304810248973,,,508.0,,,,511.0,,
514,17820,Custom_9,Custom_9,66.56055070266135,62.38131146956867,64.43444963915124,,64.73592755149146,65.77046309148716,67.33118865901223,52.75944929733865,48.578688530431336,51.12555036084876,,49.88407244850854,53.02953690851285,53.448811340987774,59.66,55.480000000000004,57.78,,57.31,59.400000000000006,60.39,782.0,633.0,775.0,,759.0,904.0,687.0
515,17820,DIABETE3,RESP046,8.1,10.52,8.06,9.68,9.62,7.89,8.3,4.68,6.76,5.04,6.34,6.02,5.45,5.2,6.39,8.64,6.55,8.01,7.82,6.67,6.75,117.0,109.0,115.0,133.0,143.0,152.0,99.0
516,17820,DRNKANY5,RESP046,63.44,60.28,62.73,59.87,62.39,63.74,63.46,55.84,52.98,55.95,52.51,54.63,57.2,56.16,59.64,56.63,59.34,56.19,58.51,60.47,59.81,767.0,644.0,747.0,668.0,740.0,886.0,631.0
517,17820,_HCVU651,RESP046,87.78,84.36,85.74,88.66,91.48,93.24,92.38,80.96,77.5,79.66,82.5,85.1,88.78,87.36,84.37,80.93,82.7,85.58,88.29,91.01,89.87,863.0,717.0,826.0,784.0,883.0,980.0,702.0
518,17820,_RFHLTH,RESP061,88.67,89.55,89.7,90.17,85.25,88.27,87.92,83.65,85.01,85.46,85.93,79.33,83.87,83.02,86.16,87.28,87.58,88.05,82.29,86.07,85.47,1182.0,999.0,1197.0,1125.0,1218.0,1387.0,1018.0
519,17820,_RFHYPE5,RESP046,27.13,,31.98,,28.4,,29.24,21.29,,26.14,,22.32,,23.48,24.21,,29.06,,25.36,,26.36,441.0,,476.0,,484.0,,393.0
520,17820,_RFSMOK3,RESP046,20.74,20.95,20.81,20.96,22.85,18.3,18.87,14.38,14.87,15.25,15.0,16.15,13.16,13.31,17.56,17.91,18.03,17.98,19.5,15.73,16.09,208.0,172.0,196.0,179.0,191.0,180.0,140.0
521,17820,_TOTINDA,RESP046,85.94,86.05,85.89,84.11,84.55,86.59,82.9,80.42,80.67,80.87,78.31,78.51,82.05,76.9,83.18,83.36,83.38,81.21,81.53,84.32,79.9,1085.0,972.0,1034.0,1070.0,1040.0,1353.0,845.0
522,17900,BLOODCHO,RESP046,87.25,,86.13,,86.96,,,81.21,,79.97,,80.3,,,84.23,,83.05,,83.63,,,1481.0,,1279.0,,1095.0,,
523,17900,Custom_8,Custom_8,0.5212707715462623,,0.502573840938744,,0.47727641660161507,,,0.42091134883839865,,0.40796198085535595,,0.3843761004377249,,,0.4710910601923305,,0.45526791089705,,0.43082625851967,,,680.0,,567.0,,450.0,,
524,17900,Custom_9,Custom_9,74.0242344062764,73.87903196816951,74.1813500114644,,73.22228447981973,74.29082615162017,79.02455693223072,57.79576559372359,59.52096803183046,58.698649988535585,,57.41771552018025,57.949173848379836,61.81544306776925,65.91,66.69999999999999,66.44,,65.32,66.12,70.41999999999999,1071.0,1175.0,937.0,,806.0,803.0,818.0
525,17900,DIABETE3,RESP046,12.9,12.24,10.75,14.27,12.59,14.52,14.6,9.02,8.56,6.99,10.19,8.39,10.2,10.2,10.96,10.4,8.87,12.23,10.49,12.36,12.4,270.0,288.0,186.0,182.0,177.0,211.0,206.0
526,17900,DRNKANY5,RESP046,56.52,56.54,57.32,56.8,57.11,59.93,56.23,48.68,49.72,50.1,49.36,49.59,52.01,48.11,52.6,53.13,53.71,53.08,53.35,55.97,52.17,736.0,798.0,688.0,584.0,581.0,609.0,550.0
527,17900,_HCVU651,RESP046,83.88,79.02,81.97,85.4,88.97,88.95,89.19,76.48,71.88,74.91,78.34,82.35,81.03,82.09,80.18,75.45,78.44,81.87,85.66,84.99,85.64,968.0,992.0,814.0,730.0,740.0,712.0,659.0
528,17900,_RFHLTH,RESP061,83.92,85.63,87.09,84.44,88.35,83.73,85.22,78.36,80.53,82.23,79.04,83.53,77.35,79.42,81.14,83.08,84.66,81.74,85.94,80.54,82.32,1297.0,1432.0,1177.0,979.0,1040.0,1008.0,963.0
529,17900,_RFHYPE5,RESP046,39.03,,35.81,,40.2,,41.75,31.97,,29.45,,33.26,,34.41,35.5,,32.63,,36.73,,38.08,761.0,,626.0,,555.0,,591.0
530,17900,_RFSMOK3,RESP046,24.35,24.19,24.4,24.12,23.22,20.29,19.97,17.97,18.23,18.44,17.62,16.4,13.79,13.85,21.16,21.21,21.42,20.87,19.81,17.04,16.91,301.0,295.0,254.0,190.0,176.0,154.0,174.0
531,17900,_TOTINDA,RESP046,76.05,79.51,79.11,81.15,79.38,78.38,76.6,69.03,73.91,72.87,75.15,73.1,71.96,69.66,72.54,76.71,75.99,78.15,76.24,75.17,73.13,1180.0,1331.0,1013.0,930.0,850.0,912.0,783.0
532,18100,BLOODCHO,RESP046,80.76,,,,,,,71.28,,,,,,,76.02,,,,,,,505.0,,,,,,
533,18100,Custom_8,Custom_8,0.5846412464113885,,,,,,,0.4398259990503321,,,,,,,0.5122336227308603,,,,,,,214.0,,,,,,
534,18100,Custom_9,Custom_9,80.55320027264464,,,,,,,59.426799727355345,,,,,,,69.99,,,,,,,401.0,,,,,,
535,18100,DIABETE3,RESP046,8.32,,,,,,,4.48,,,,,,,6.4,,,,,,,52.0,,,,,,
536,18100,DRNKANY5,RESP046,70.81,,,,,,,61.67,,,,,,,66.24,,,,,,,353.0,,,,,,
537,18100,_HCVU651,RESP046,87.54,,,,,,,77.82,,,,,,,82.68,,,,,,,332.0,,,,,,
538,18100,_RFHLTH,RESP061,88.18,,,,,,,81.48,,,,,,,84.83,,,,,,,508.0,,,,,,
539,18100,_RFHYPE5,RESP046,34.32,,,,,,,25.98,,,,,,,30.15,,,,,,,221.0,,,,,,
540,18100,_RFSMOK3,RESP046,19.28,,,,,,,11.56,,,,,,,15.42,,,,,,,71.0,,,,,,
541,18100,_TOTINDA,RESP046,77.79,,,,,,,69.09,,,,,,,73.44,,,,,,,432.0,,,,,,
542,18140,BLOODCHO,RESP046,82.26,,83.12,,85.01,,,75.0,,78.1,,78.97,,,78.63,,80.61,,81.99,,,1256.0,,1570.0,,1607.0,,
543,18140,Custom_8,Custom_8,0.48997112736002946,,0.5138811711659903,,0.499943649505172,,,0.393661074089799,,0.4328996252612519,,0.40577656027650877,,,0.44181610072491423,,0.4733903982136211,,0.4528601048908404,,,530.0,,653.0,,662.0,,
544,18140,Custom_9,Custom_9,73.15024999577717,70.41351760196122,70.90296729561254,73.60371024831977,74.2169449313782,70.93828723749577,74.42541498218041,58.34975000422283,56.90648239803878,58.39703270438747,58.15628975168021,59.1630550686218,57.86171276250424,61.95458501781958,65.75,63.66,64.65,65.88,66.69,64.4,68.19,889.0,982.0,1161.0,1070.0,1106.0,1193.0,1317.0
545,18140,DIABETE3,RESP046,10.43,10.96,11.56,14.09,12.28,11.65,10.73,6.87,7.7,8.04,9.93,8.36,8.27,7.95,8.65,9.33,9.8,12.01,10.32,9.96,9.34,172.0,190.0,219.0,245.0,244.0,243.0,274.0
546,18140,DRNKANY5,RESP046,62.69,55.91,57.92,58.95,59.99,60.02,59.96,55.39,49.55,52.04,51.69,53.01,53.82,54.12,59.04,52.73,54.98,55.32,56.5,56.92,57.04,745.0,794.0,913.0,838.0,890.0,991.0,1039.0
547,18140,_HCVU651,RESP046,87.32,85.69,86.11,93.21,93.93,94.11,92.87,80.5,80.17,81.01,87.87,88.75,89.95,88.71,83.91,82.93,83.56,90.54,91.34,92.03,90.79,932.0,1002.0,1146.0,1067.0,1079.0,1189.0,1212.0
548,18140,_RFHLTH,RESP061,85.99,87.11,86.12,85.79,87.59,86.02,85.41,79.75,82.05,81.72,80.39,82.65,81.7,80.95,82.87,84.58,83.92,83.09,85.12,83.86,83.18,1192.0,1339.0,1541.0,1355.0,1510.0,1578.0,1658.0
549,18140,_RFHYPE5,RESP046,34.86,,34.77,,35.22,,35.41,28.4,,29.55,,29.02,,30.11,31.63,,32.16,,32.12,,32.76,546.0,,725.0,,751.0,,826.0
550,18140,_RFSMOK3,RESP046,25.23,22.56,25.68,22.56,25.65,24.59,22.82,18.69,17.42,20.54,16.32,19.11,19.07,17.8,21.96,19.99,23.11,19.44,22.38,21.83,20.31,266.0,278.0,371.0,245.0,273.0,312.0,334.0
551,18140,_TOTINDA,RESP046,76.9,79.77,74.02,80.53,77.74,79.82,75.8,70.48,74.63,68.34,74.41,71.38,74.72,70.54,73.69,77.2,71.18,77.47,74.56,77.27,73.17,1015.0,1193.0,1238.0,1265.0,1222.0,1442.0,1353.0
552,18180,BLOODCHO,RESP046,87.48,,,,,,,77.56,,,,,,,82.52,,,,,,,643.0,,,,,,
553,18180,Custom_8,Custom_8,0.5455283513840532,,,,,,,0.4118153228767321,,,,,,,0.47867183713039263,,,,,,,263.0,,,,,,
554,18180,Custom_9,Custom_9,76.15349896352537,71.07073085507506,,,,,,54.68650103647464,50.40926914492493,,,,,,65.42,60.739999999999995,,,,,,435.0,411.0,,,,,
555,18180,DIABETE3,RESP046,10.51,11.16,,,,,,5.85,6.46,,,,,,8.18,8.81,,,,,,73.0,78.0,,,,,
556,18180,DRNKANY5,RESP046,68.06,66.22,,,,,,58.34,55.64,,,,,,63.2,60.93,,,,,,439.0,437.0,,,,,
557,18180,_HCVU651,RESP046,87.42,89.41,,,,,,77.26,81.03,,,,,,82.34,85.22,,,,,,423.0,391.0,,,,,
558,18180,_RFHLTH,RESP061,88.98,89.95,,,,,,82.16,83.67,,,,,,85.57,86.81,,,,,,606.0,605.0,,,,,
559,18180,_RFHYPE5,RESP046,37.66,,,,,,,28.36,,,,,,,33.01,,,,,,,280.0,,,,,,
560,18180,_RFSMOK3,RESP046,26.26,19.01,,,,,,16.82,10.77,,,,,,21.54,14.89,,,,,,111.0,81.0,,,,,
561,18180,_TOTINDA,RESP046,82.78,86.2,,,,,,75.14,79.22,,,,,,78.96,82.71,,,,,,532.0,569.0,,,,,
562,18580,BLOODCHO,RESP046,,,,,87.6,,,,,,,72.46,,,,,,,80.03,,,,,,,519.0,,
563,18580,Custom_8,Custom_8,,,,,0.5460499099732243,,,,,,,0.3576112171041215,,,,,,,0.45183056353867296,,,,,,,242.0,,
564,18580,Custom_9,Custom_9,,,,94.69779150094405,89.47142809464212,84.95098575260756,86.44409807987398,,,,60.24220849905595,55.228571905357896,35.74901424739245,55.81590192012601,,,,77.47,72.35000000000001,60.35000000000001,71.13,,,,410.0,365.0,350.0,463.0
565,18580,DIABETE3,RESP046,,,,20.77,21.53,24.06,19.79,,,,11.21,12.79,9.76,10.77,,,,15.99,17.16,16.91,15.28,,,,118.0,123.0,133.0,142.0
566,18580,DRNKANY5,RESP046,,,,56.73,56.89,53.63,57.68,,,,41.45,41.53,30.55,43.06,,,,49.09,49.21,42.09,50.37,,,,255.0,244.0,223.0,297.0
567,18580,_HCVU651,RESP046,,,,88.34,79.91,90.94,81.3,,,,77.2,60.27,68.76,67.58,,,,82.77,70.09,79.85,74.44,,,,252.0,241.0,224.0,289.0
568,18580,_RFHLTH,RESP061,,,,81.66,78.12,88.33,78.98,,,,68.14,64.32,71.13,66.72,,,,74.9,71.22,79.73,72.85,,,,463.0,407.0,399.0,531.0
569,18580,_RFHYPE5,RESP046,,,,,38.92,,42.06,,,,,26.66,,29.28,,,,,32.79,,35.67,,,,,277.0,,345.0
570,18580,_RFSMOK3,RESP046,,,,20.17,24.82,30.31,22.22,,,,10.45,13.88,11.19,10.46,,,,15.31,19.35,20.75,16.34,,,,81.0,89.0,62.0,83.0
571,18580,_TOTINDA,RESP046,,,,79.16,74.49,83.51,65.41,,,,67.24,60.33,64.97,50.95,,,,73.2,67.41,74.24,58.18,,,,434.0,348.0,368.0,414.0
572,18880,BLOODCHO,RESP046,,,82.38,,,,,,,74.94,,,,,,,78.66,,,,,,,915.0,,,,
573,18880,Custom_8,Custom_8,,,0.5563102134278513,,,,,,,0.437079056849291,,,,,,,0.4966946351385711,,,,,,,411.0,,,,
574,18880,Custom_9,Custom_9,,,71.44445549991448,,,72.2824466037224,80.07394146611756,,,54.13554450008553,,,53.43755339627759,52.46605853388243,,,62.790000000000006,,,62.86,66.27,,,645.0,,,620.0,344.0
575,18880,DIABETE3,RESP046,,,11.52,,,14.47,16.82,,,7.32,,,9.25,9.34,,,9.42,,,11.86,13.08,,,143.0,,,162.0,88.0
576,18880,DRNKANY5,RESP046,,,57.45,,,57.85,58.88,,,48.99,,,48.55,45.78,,,53.22,,,53.2,52.33,,,518.0,,,476.0,272.0
577,18880,_HCVU651,RESP046,,,79.76,,,82.12,85.8,,,70.78,,,73.06,72.86,,,75.27,,,77.59,79.33,,,536.0,,,510.0,324.0
578,18880,_RFHLTH,RESP061,,,84.67,,,84.72,87.33,,,78.29,,,78.3,79.17,,,81.48,,,81.51,83.25,,,854.0,,,820.0,443.0
579,18880,_RFHYPE5,RESP046,,,40.73,,,,39.45,,,32.93,,,,28.51,,,36.83,,,,33.98,,,477.0,,,,250.0
580,18880,_RFSMOK3,RESP046,,,26.03,,,22.43,28.08,,,18.93,,,14.91,16.8,,,22.48,,,18.67,22.44,,,205.0,,,160.0,117.0
581,18880,_TOTINDA,RESP046,,,77.91,,,71.78,78.15,,,70.31,,,63.16,67.09,,,74.11,,,67.47,72.62,,,732.0,,,696.0,375.0
582,19060,Custom_9,Custom_9,,,,,,82.78818168973379,,,,,,,57.05181831026621,,,,,,,69.92,,,,,,,348.0,
583,19060,DIABETE3,RESP046,,,,,,20.29,,,,,,,12.61,,,,,,,16.45,,,,,,,116.0,
584,19060,DRNKANY5,RESP046,,,,,,55.71,,,,,,,42.81,,,,,,,49.26,,,,,,,220.0,
